title,url,lang
curitiba,https://es.wikipedia.org/wiki/Curitiba,es
curitiba,https://de.wikipedia.org/wiki/Curitiba,de
curitiba,https://it.wikipedia.org/wiki/Curitiba,it
curitiba,https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%B8%D1%82%D0%B8%D0%B1%D0%B0,ru
curitiba,https://zh.wikipedia.org/wiki/%E5%BA%93%E9%87%8C%E8%92%82%E5%B7%B4,zh
curitiba,https://fr.wikipedia.org/wiki/Curitiba,fr
florianopolis,https://pt.wikipedia.org/wiki/Florian%C3%B3polis,pt
florianopolis,https://en.wikipedia.org/wiki/Florian%C3%B3polis,en
florianopolis,https://es.wikipedia.org/wiki/Florian%C3%B3polis,es
florianopolis,https://de.wikipedia.org/wiki/Florian%C3%B3polis,de
florianopolis,https://it.wikipedia.org/wiki/Florian%C3%B3polis,it
florianopolis,https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D0%BE%D1%80%D0%B8%D0%B0%D0%BD%D0%BE%D0%BF%D0%BE%D0%BB%D0%B8%D1%81,ru
florianopolis,https://zh.wikipedia.org/wiki/%E5%BC%97%E6%B4%9B%E9%87%8C%E4%BA%9A%E8%AF%BA%E6%B3%A2%E5%88%A9%E6%96%AF,zh
florianopolis,https://fr.wikipedia.org/wiki/Florian%C3%B3polis,fr
porto_alegre,https://pt.wikipedia.org/wiki/Porto_Alegre,pt
porto_alegre,https://en.wikipedia.org/wiki/Porto_Alegre,en
porto_alegre,https://es.wikipedia.org/wiki/Porto_Alegre,es
porto_alegre,https://de.wikipedia.org/wiki/Porto_Alegre,de
porto_alegre,https://it.wikipedia.org/wiki/Porto_Alegre,it
porto_alegre,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83-%D0%90%D0%BB%D0%B5%D0%B3%D1%80%D0%B8,ru
porto_alegre,https://zh.wikipedia.org/wiki/%E9%98%BF%E9%9B%B7%E6%A0%BC%E9%87%8C%E6%B8%AF,zh
porto_alegre,https://fr.wikipedia.org/wiki/Porto_Alegre,fr
brasilia,https://pt.wikipedia.org/wiki/Bras%C3%ADlia,pt
brasilia,https://en.wikipedia.org/wiki/Bras%C3%ADlia,en
brasilia,https://es.wikipedia.org/wiki/Brasilia,es
brasilia,https://de.wikipedia.org/wiki/Bras%C3%ADlia,de
brasilia,https://it.wikipedia.org/wiki/Brasilia,it
brasilia,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D0%B7%D0%B8%D0%BB%D0%B8%D0%B0,ru
brasilia,https://zh.wikipedia.org/wiki/%E5%B7%B4%E8%A5%BF%E5%88%A9%E4%BA%9A,zh
brasilia,https://fr.wikipedia.org/wiki/Brasilia,fr
goiania,https://pt.wikipedia.org/wiki/Goi%C3%A2nia,pt
goiania,https://en.wikipedia.org/wiki/Goi%C3%A2nia,en
goiania,https://es.wikipedia.org/wiki/Goi%C3%A2nia,es
goiania,https://de.wikipedia.org/wiki/Goi%C3%A2nia,de
goiania,https://it.wikipedia.org/wiki/Goi%C3%A2nia,it
goiania,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%8F%D0%BD%D0%B8%D1%8F,ru
goiania,https://zh.wikipedia.org/wiki/%E6%88%88%E4%BA%9A%E5%B0%BC%E4%BA%9A,zh
goiania,https://fr.wikipedia.org/wiki/Goi%C3%A2nia,fr
cuiaba,https://pt.wikipedia.org/wiki/Cuiab%C3%A1,pt
cuiaba,https://en.wikipedia.org/wiki/Cuiab%C3%A1,en
cuiaba,https://es.wikipedia.org/wiki/Cuiab%C3%A1,es
cuiaba,https://de.wikipedia.org/wiki/Cuiab%C3%A1,de
cuiaba,https://it.wikipedia.org/wiki/Cuiab%C3%A1,it
